iter	Passed	Remaining
521	5733	5250
522	5743	5238
523	5752	5225
524	5759	5211
525	5769	5198
526	5779	5187
527	5787	5173
528	5797	5161
529	5806	5149
530	5815	5136
531	5826	5125
532	5833	5111
533	5842	5098
534	5852	5086
535	5861	5074
536	5871	5061
537	5881	5050
538	5892	5039
539	5901	5027
540	5909	5014
541	5920	5002
542	5928	4989
543	5940	4979
544	5947	4965
545	5953	4950
546	5962	4937
547	5970	4924
548	5980	4913
549	5988	4899
550	5997	4886
551	6004	4873
552	6013	4860
553	6021	4847
554	6034	4838
555	6042	4825
556	6064	4823
557	6077	4813
558	6085	4800
559	6096	4790
560	6103	4776
561	6114	4765
562	6121	4751
563	6129	4738
564	6142	4728
565	6149	4715
566	6160	4704
567	6168	4691
568	6177	4679
569	6184	4665
570	6193	4652
571	6200	4639
572	6208	4626
573	6214	4611
574	6224	4600
575	6234	4589
576	6245	4578
577	6254	4566
578	6263	4554
579	6271	4541
580	6280	4529
581	6290	4517
582	6299	4505
583	6309	4494
584	6317	4481
585	6326	4469
586	6337	4459
587	6345	4446
588	6353	4433
589	6361	4420
590	6369	4408
591	6377	4395
592	6385	4382
593	6394	4370
594	6402	4358
595	6410	4345
596	6418	4332
597	6426	4320
598	6435	4308
599	6443	4295
600	6450	4282
601	6458	4270
602	6468	4258
603	6476	4245
604	6484	4233
605	6492	4221
606	6501	4209
607	6510	4197
608	6535	4195
609	6542	4183
610	6551	4170
611	6559	4158
612	6567	4145
613	6574	4133
614	6582	4120
615	6590	4108
616	6598	4096
617	6606	4083
618	6614	4071
619	6621	4058
620	6630	4046
621	6638	4034
622	6645	4021
623	6651	4008
624	6658	3995
625	6664	3981
626	6672	3969
627	6680	3957
628	6688	3944
629	6693	3931
630	6699	3917
631	6707	3905
632	6714	3893
633	6721	3880
634	6727	3867
635	6733	3853
636	6740	3841
637	6748	3828
638	6755	3816
639	6762	3804
640	6768	3791
641	6774	3777
642	6782	3765
643	6788	3752
644	6796	3740
645	6803	3728
646	6812	3716
647	6819	3704
648	6827	3692
649	6836	3681
650	6843	3669
651	6851	3656
652	6860	3645
653	6868	3633
654	6875	3621
655	6886	3611
656	6892	3598
657	6899	3585
658	6908	3575
659	6917	3563
660	6928	3553
661	6939	3543
662	6950	3532
663	6961	3522
664	6971	3511
665	6981	3501
666	6991	3490
667	6998	3478
668	7008	3467
669	7016	3455
670	7027	3445
671	7036	3434
672	7045	3423
673	7053	3411
674	7060	3399
675	7070	3388
676	7078	3377
677	7088	3366
678	7095	3354
679	7104	3343
680	7114	3332
681	7122	3321
682	7131	3310
683	7138	3298
684	7146	3286
685	7155	3275
686	7164	3264
687	7174	3253
688	7183	3242
689	7191	3230
690	7203	3221
691	7215	3211
692	7223	3199
693	7232	3188
694	7239	3176
695	7260	3171
696	7269	3160
697	7277	3148
698	7285	3137
699	7295	3126
700	7304	3115
701	7313	3104
702	7323	3093
703	7333	3083
704	7343	3072
705	7354	3062
706	7362	3051
707	7373	3041
708	7386	3031
709	7397	3021
710	7406	3010
711	7416	2999
712	7427	2989
713	7440	2980
714	7453	2970
715	7462	2960
716	7470	2948
717	7479	2937
718	7488	2926
719	7497	2915
720	7507	2905
721	7515	2893
722	7529	2884
723	7544	2876
724	7556	2866
725	7568	2856
726	7578	2845
727	7594	2837
728	7609	2828
729	7622	2819
730	7637	2810
731	7647	2799
732	7662	2791
733	7675	2781
734	7687	2771
735	7699	2761
736	7710	2751
737	7720	2740
738	7732	2730
739	7740	2719
740	7749	2708
741	7758	2697
742	7768	2687
743	7780	2677
744	7789	2666
745	7798	2655
746	7806	2643
747	7815	2633
748	7823	2621
749	7831	2610
750	7840	2599
751	7847	2588
752	7857	2577
753	7865	2566
754	7872	2554
755	7882	2544
756	7889	2532
757	7899	2521
758	7907	2510
759	7916	2499
760	7926	2489
761	7937	2479
762	7949	2469
763	7960	2459
764	7970	2448
765	7979	2437
766	7989	2427
767	8003	2417
768	8016	2408
769	8032	2399
770	8043	2388
771	8054	2378
772	8062	2367
773	8070	2356
774	8080	2346
775	8090	2335
776	8100	2324
777	8112	2314
778	8125	2305
779	8137	2295
780	8147	2284
781	8157	2274
782	8168	2263
783	8179	2253
784	8192	2243
785	8201	2232
786	8214	2223
787	8225	2212
788	8234	2202
789	8245	2191
790	8254	2181
791	8265	2170
792	8276	2160
793	8290	2150
794	8313	2143
795	8324	2133
796	8338	2123
797	8348	2113
798	8362	2103
799	8374	2093
800	8390	2084
801	8401	2074
802	8417	2064
803	8428	2054
804	8439	2044
805	8453	2034
806	8472	2026
807	8481	2015
808	8492	2004
809	8502	1994
810	8512	1983
811	8523	1973
812	8533	1962
813	8542	1952
814	8553	1941
815	8562	1930
816	8578	1921
817	8587	1910
818	8596	1899
819	8609	1889
820	8622	1879
821	8633	1869
822	8645	1859
823	8656	1848
824	8665	1838
825	8678	1828
826	8689	1817
827	8700	1807
828	8713	1797
829	8723	1786
830	8735	1776
831	8748	1766
832	8765	1757
833	8776	1746
834	8788	1736
835	8801	1726
836	8812	1716
837	8826	1706
838	8840	1696
839	8850	1685
840	8866	1676
841	8876	1665
842	8886	1655
843	8898	1644
844	8908	1634
845	8918	1623
846	8927	1612
847	8938	1602
848	8975	1596
849	8984	1585
850	8994	1574
851	9005	1564
852	9016	1553
853	9026	1543
854	9035	1532
855	9045	1521
856	9054	1510
857	9061	1499
858	9070	1488
859	9079	1478
860	9087	1467
861	9107	1458
862	9116	1447
863	9124	1436
864	9135	1425
865	9145	1415
866	9154	1404
867	9163	1393
868	9174	1382
869	9184	1372
870	9193	1361
871	9204	1351
872	9213	1340
873	9224	1329
874	9238	1319
875	9252	1309
876	9264	1299
877	9274	1288
878	9285	1278
879	9293	1267
880	9301	1256
881	9310	1245
882	9318	1234
883	9328	1224
884	9336	1213
885	9344	1202
886	9354	1191
887	9363	1181
888	9371	1170
889	9379	1159
890	9388	1148
891	9397	1137
892	9408	1127
893	9420	1116
894	9429	1106
895	9437	1095
896	9446	1084
897	9456	1074
898	9466	1063
899	9474	1052
900	9484	1042
901	9492	1031
902	9503	1020
903	9512	1010
904	9525	999
905	9534	989
906	9545	978
907	9557	968
908	9567	957
909	9578	947
910	9587	936
911	9596	926
912	9614	916
913	9625	905
914	9634	895
915	9644	884
916	9653	873
917	9663	863
918	9673	852
919	9684	842
920	9694	831
921	9704	820
922	9716	810
923	9725	799
924	9737	789
925	9748	779
926	9763	768
927	9777	758
928	9791	748
929	9806	738
930	9822	728
931	9837	717
932	9850	707
933	9862	696
934	9875	686
935	9895	676
936	9912	666
937	9926	656
938	9963	647
939	9977	636
940	9996	626
941	10008	616
942	10029	606
943	10047	596
944	10066	585
945	10085	575
946	10098	565
947	10112	554
948	10123	544
949	10135	533
950	10147	522
951	10160	512
952	10176	501
953	10188	491
954	10203	480
955	10226	470
956	10244	460
957	10257	449
958	10270	439
959	10282	428
960	10293	417
961	10302	406
962	10314	396
963	10324	385
964	10336	374
965	10351	364
966	10363	353
967	10374	342
968	10387	332
969	10398	321
970	10409	310
971	10419	300
972	10429	289
973	10443	278
974	10456	268
975	10469	257
976	10490	246
977	10501	236
978	10515	225
979	10528	214
980	10540	204
981	10550	193
982	10563	182
983	10574	171
984	10587	161
985	10600	150
986	10613	139
987	10625	129
988	10637	118
989	10647	107
990	10663	96
991	10673	86
992	10685	75
993	10697	64
994	10709	53
995	10721	43
996	10734	32
997	10751	21
998	10764	10
999	10774	0
